destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Work,Alone,Rainy,55,7AM,Carryout&Takeaway,1d,Female,46,Marriedpartner,1,Bachelorsdegree,Business&Financial,$100000orMore,?,never,4~8,4~8,1~3,?,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,CoffeeHouse,1d,Female,46,Marriedpartner,1,Bachelorsdegree,Business&Financial,$100000orMore,?,never,4~8,4~8,1~3,?,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Female,46,Marriedpartner,1,Bachelorsdegree,Business&Financial,$100000orMore,?,never,4~8,4~8,1~3,?,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,46,Marriedpartner,1,Bachelorsdegree,Business&Financial,$100000orMore,?,never,4~8,4~8,1~3,?,1,0,0,1,0,0
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10PM,Bar,1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,10PM,Bar,2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,30,10AM,Carryout&Takeaway,2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,0,1,1
NoUrgentPlace,Alone,Rainy,55,10AM,Bar,1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,0,0,1,1
NoUrgentPlace,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,0,1,1
NoUrgentPlace,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,0,1,0
NoUrgentPlace,Partner,Rainy,55,6PM,Bar,2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,0,0,1,1
NoUrgentPlace,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Carryout&Takeaway,2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,Carryout&Takeaway,1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,CoffeeHouse,2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,1,0,1
Home,Alone,Snowy,30,10PM,CoffeeHouse,2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,1,0,1
Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,1,0,1,1
Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,0,1,0,0
Home,Partner,Rainy,55,6PM,Carryout&Takeaway,1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Carryout&Takeaway,1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,CoffeeHouse,1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,21,Unmarriedpartner,0,Somecollege-nodegree,Office&AdministrativeSupport,$25000-$37499,?,never,never,1~3,never,never,1,0,0,1,0,1
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10PM,Bar,1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,10PM,Bar,2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,30,10AM,Carryout&Takeaway,2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,1
NoUrgentPlace,Alone,Rainy,55,10AM,Bar,1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,0,0,1,0
NoUrgentPlace,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,1
NoUrgentPlace,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,1
NoUrgentPlace,Partner,Rainy,55,6PM,Bar,2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,0,0,1,0
NoUrgentPlace,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Carryout&Takeaway,2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,Carryout&Takeaway,1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,0
Home,Alone,Rainy,55,10PM,CoffeeHouse,2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,CoffeeHouse,2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,1,0,1
Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,1,0,1,0
Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,0,1,0,0
Home,Partner,Rainy,55,6PM,Carryout&Takeaway,1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Carryout&Takeaway,1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,CoffeeHouse,1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,36,Marriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,less1,1~3,4~8,4~8,4~8,1,0,0,1,0,0
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10PM,Bar,1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,55,10PM,Bar,2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,30,10AM,Carryout&Takeaway,2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,0,1,0
NoUrgentPlace,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Alone,Rainy,55,10AM,Bar,1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Partner,Rainy,55,6PM,Bar,2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,Carryout&Takeaway,2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,0,1,0,0
Home,Alone,Sunny,30,6PM,Carryout&Takeaway,1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,CoffeeHouse,2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,CoffeeHouse,2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,1,0,0
Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,1,0,1,1
Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,0,1,0,0
Home,Partner,Rainy,55,6PM,Carryout&Takeaway,1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Carryout&Takeaway,1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,CoffeeHouse,1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,1,0,0
Work,Alone,Snowy,30,7AM,Bar,1d,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,21,Unmarriedpartner,0,Bachelorsdegree,Unemployed,$25000-$37499,?,never,never,1~3,1~3,less1,1,0,0,1,0,0
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,10PM,Bar,1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,55,10PM,Bar,2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,30,10AM,Carryout&Takeaway,2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,0,1,0
NoUrgentPlace,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,0,1,0
NoUrgentPlace,Alone,Rainy,55,10AM,Bar,1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Alone,Rainy,55,2PM,Carryout&Takeaway,2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,0,1,0
NoUrgentPlace,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,0,1,0
NoUrgentPlace,Alone,Snowy,30,10AM,Restaurant(<20),1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Carryout&Takeaway,2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,1,0,1,0,0
Home,Alone,Sunny,30,6PM,Carryout&Takeaway,1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,0,1,0
Home,Alone,Rainy,55,10PM,CoffeeHouse,2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,CoffeeHouse,2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,1,0,0,1,0
Home,Alone,Snowy,30,10PM,Carryout&Takeaway,1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,1,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,1,0,0
Work,Alone,Rainy,55,7AM,Carryout&Takeaway,1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,0,1,0
Work,Alone,Snowy,30,7AM,CoffeeHouse,1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,31,Single,0,Associatesdegree,ArtsDesignEntertainmentSports&Media,$75000-$87499,?,?,less1,gt8,1~3,less1,1,0,0,1,0,0
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,10PM,Bar,1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,10PM,Bar,2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,30,10AM,Carryout&Takeaway,2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
NoUrgentPlace,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
NoUrgentPlace,Alone,Rainy,55,10AM,Bar,1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
NoUrgentPlace,Alone,Rainy,55,2PM,Carryout&Takeaway,2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
NoUrgentPlace,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
NoUrgentPlace,Alone,Snowy,30,10AM,Restaurant(<20),1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Carryout&Takeaway,2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,0,1,0,0
Home,Alone,Sunny,30,6PM,Carryout&Takeaway,1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
Home,Alone,Snowy,30,10PM,Carryout&Takeaway,1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,1,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,1
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,0
Work,Alone,Rainy,55,7AM,Carryout&Takeaway,1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
Work,Alone,Snowy,30,7AM,CoffeeHouse,1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
Work,Alone,Snowy,30,7AM,Bar,1d,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,26,Single,0,HighSchoolGraduate,Unemployed,$37500-$49999,?,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,0
NoUrgentPlace,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,0,0,0,1,0
NoUrgentPlace,Kid(s),Snowy,30,6PM,Bar,1d,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10PM,Bar,1d,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,10PM,Bar,2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,30,10AM,Carryout&Takeaway,2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,0,0,0,1,1
NoUrgentPlace,Alone,Rainy,55,10AM,Bar,1d,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,0,0,1,1
NoUrgentPlace,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,0,0,0,1,1
NoUrgentPlace,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,0,0,1,1
Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,0,1,0,1
Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,0,0,1,0
Home,Partner,Sunny,30,10PM,Bar,2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,1,0,1,1
Home,Alone,Sunny,80,6PM,Carryout&Takeaway,2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,0,1,0,1
Home,Alone,Sunny,30,6PM,Carryout&Takeaway,1d,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,0,0,0,1,1
Home,Alone,Rainy,55,10PM,CoffeeHouse,2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,0,0,1,0,0
Home,Alone,Snowy,30,10PM,CoffeeHouse,2h,Female,26,Unmarriedpartner,1,Somecollege-nodegree,Computer&Mathematical,$50000-$62499,?,4~8,gt8,1~3,1~3,1~3,1,1,0,0,1,0
